Group,x,y,t,s
O,-21.64095018,99.70347608,0,0
O,-29.21039537,-109.6481571,0,0
P,58.09277832,-81.44091889,1,1
N,31.17990844,-362.6875101,0,0
N,36.91226407,-500.9407186,1,1
M,15.02787107,-141.3847356,0,1
N,18.10506678,-395.7029279,0,0
P,3.54421026,-288.7975393,0,0
M,27.32561778,-371.1008129,0,1
O,-2.801442642,330.5479052,0,1
P,12.4311326,179.7433002,1,0
M,36.73217506,-133.5916471,0,0
M,12.54732062,-200.5212812,0,1
P,29.73852061,49.18646726,1,1
M,2.577618974,-31.11876645,0,1
O,3.85113347,460.9207439,0,0
O,-12.30374848,519.0066393,0,1
M,17.5888292,-58.63198214,0,0
P,-14.30830789,3.476312616,1,0
N,24.88986337,-15.12038897,0,0
N,22.21323153,-315.1524045,0,0
O,8.961485084,270.2164122,0,1
N,30.26823005,-378.5435765,0,1
O,-2.413266671,72.20716408,0,0
O,-10.88455449,215.0604158,0,0
N,12.54137034,-285.931092,0,1
P,17.65960921,-167.6592551,1,1
P,21.37803299,90.44533099,0,1
N,41.9454929,-571.6164872,0,1
P,32.46782989,-70.16880446,0,1
M,-4.735136633,-277.299938,0,1
M,16.75087896,-558.8097866,0,0
O,-14.67809479,341.4391307,0,1
M,10.02644783,-165.0686905,0,1
O,-8.104520661,136.3207459,0,1
O,-6.299158644,255.5809125,0,0
P,21.13820381,113.3852635,1,1
N,7.036737972,-188.2025474,0,1
N,28.88022575,-264.0772157,0,0
M,17.27332329,-221.7606858,1,1
M,30.45575786,-189.0938696,0,1
O,-5.273988383,185.2397595,0,0
O,-12.45848687,372.4184753,1,0
N,-11.55336045,-286.6436661,0,0
M,27.54550127,-155.6186437,0,0
O,-4.014627374,11.84252727,0,0
N,10.97547403,-490.1718388,0,0
N,22.93666475,-279.7286826,0,1
N,35.74114514,-328.0442647,0,1
O,13.05342074,318.6467515,0,0
P,1.951645491,-0.483959008,1,0
O,-27.6927266,48.06810393,0,1
O,-12.1883249,21.9685222,0,0
N,54.61326039,-288.3358335,0,0
P,30.33279762,-41.37733467,0,1
O,-21.10989658,313.7845133,0,1
N,41.56824723,-351.9331597,0,1
O,-0.091144844,258.6270501,0,0
P,35.20798725,-115.1902046,0,0
M,21.81322335,-518.0348958,0,0
M,4.753759483,-301.6119666,0,0
O,-8.173738792,-175.4283428,0,0
M,19.31468229,-65.23523245,0,0
M,29.42200761,-501.8550849,0,0
O,-6.01446159,453.8544969,0,0
O,6.379744121,373.1422656,0,1
O,-21.58323063,117.2713245,0,0
O,-6.362185743,215.1877776,0,0
N,24.17686899,-153.8882883,0,1
P,10.71673574,-21.44199238,1,1
O,-1.243425926,166.4117461,0,0
M,34.94924713,-260.889851,0,1
O,7.989035098,481.046921,0,1
N,17.11276499,-171.4794687,0,1
P,-13.54968254,-180.0252243,0,0
O,2.173508165,250.0923595,0,0
O,1.433056374,341.521543,0,0
M,15.85039131,-225.4126949,0,1
M,8.062545981,-35.84717426,0,1
P,32.8267276,-33.46561219,1,1
N,23.07322629,-155.2810398,0,0
P,3.553219114,207.0679193,0,0
M,15.82882017,-26.49956724,0,0
N,25.05618368,-294.1692752,0,1
M,23.96766164,-420.2893255,0,1
M,13.59580637,-318.290777,0,1
O,-6.136140578,458.4526635,0,0
N,27.67720447,-424.6779278,0,1
N,28.33106044,-234.0142748,0,0
O,-11.32568979,429.6287863,0,1
P,-5.850037383,36.63152379,1,1
O,-16.67671604,249.1761806,0,1
M,13.24632561,-501.5574733,0,0
P,-12.44010454,-125.7362961,0,1
N,26.77504994,-270.6006438,0,1
P,40.26954355,-75.36300036,1,1
M,11.07756966,-251.9929883,0,1
P,56.49811535,-47.83957275,1,1
P,-7.762860278,-79.38468856,1,0
O,-7.152121561,205.9576102,0,1
O,2.057131535,320.1720058,0,1
M,15.62772227,-307.1043524,0,1
N,25.43250389,-300.9003166,0,0
M,8.660213379,-207.9932005,0,0
P,-34.15248469,-125.6009681,0,0
P,10.93529304,71.43185465,1,0
N,44.16260557,-363.1000322,0,1
M,32.58955381,-515.0118365,0,1
N,-24.31706541,-130.5497461,0,1
N,41.39711494,-265.6195963,0,0
P,-27.59501173,-163.9100238,1,1
O,-9.107582822,163.5694329,0,1
P,-24.10844682,-88.79649413,1,0
P,20.01041415,17.43186506,0,1
O,-17.9943387,323.4683644,0,1
O,-5.242145043,446.7501807,0,0
M,29.51368156,-318.9033372,0,0
P,23.07264113,69.35633966,0,0
P,-23.44186527,-143.6217388,1,0
M,26.9170565,-208.7038781,0,0
N,33.50528674,-490.8052173,0,0
N,9.314359243,-289.3405231,0,1
O,-5.251188418,180.5048335,0,0
P,56.9380679,7.998115734,0,0
O,-33.02223989,120.7011882,0,1
O,-9.853339789,107.5099962,0,0
N,23.59812048,-345.2234792,0,0
N,4.770033829,-381.6082658,0,1
N,18.96461402,-277.5771182,0,1
M,11.91724383,-84.82330994,0,1
N,34.70947254,-191.8040559,0,1
O,-18.26424155,83.23848555,0,0
N,17.94808239,-264.0724788,0,1
P,32.29252705,74.34581652,1,1
O,-8.90589738,104.7620411,0,0
M,23.30789797,-311.505396,0,1
N,5.605217592,-532.8577044,0,0
M,2.607143692,6.666899239,0,1
O,2.094419453,262.3980311,0,0
N,11.91242846,-355.4301685,0,0
M,32.36299821,-407.4493356,0,0
M,25.45330227,-117.7670036,0,1
P,81.28820207,-290.8160962,1,1
M,24.52739817,-41.65065961,0,0
N,17.921411,-363.285075,0,1
O,-6.796652315,60.22074241,0,0
P,43.91355567,-113.2670775,1,1
P,-10.57659026,-88.57388922,1,1
M,9.865653359,-454.8405518,0,0
P,-13.24091137,46.3972958,0,0
O,-2.613917317,342.1229889,0,0
O,-8.696573377,192.1911569,0,0
O,-23.04404069,132.9046964,0,0
P,-1.900794873,20.9039796,1,1
O,-23.06567901,16.97609389,0,1
P,-19.70457641,-160.7957218,1,0
M,-10.42812499,30.01228553,0,1
P,35.61559633,-68.73950494,1,1
P,44.9607533,55.23505192,1,1
M,1.112310782,-183.356484,0,0
M,37.13784291,-462.235968,0,0
N,29.31554717,-531.9093929,0,0
P,14.52921211,-142.6834421,1,0
P,-8.037412574,-166.9131502,1,1
M,7.878207338,-201.7413606,0,0
M,16.11559714,-227.8546385,0,0
N,7.386279428,-257.3671852,0,0
N,13.77888068,-387.2989229,0,0
O,-23.93680167,9.822257262,0,0
P,-2.439155251,-25.12315026,0,0
P,12.39997041,50.17818981,0,1
M,-5.516402942,-33.69036919,1,1
N,16.55525232,-227.2898959,0,1
P,-16.03403131,-155.7415231,0,0
P,3.85487961,86.57473385,0,0
O,-5.356918017,168.7955148,0,0
P,16.79976267,72.10624743,1,1
M,11.96745429,-51.8142059,0,1
M,13.73031671,-48.02948977,0,0
P,25.72897541,-252.7142596,0,0
O,-10.63026679,76.41451252,0,1
P,-11.61851679,95.80019309,1,1
O,-5.517186717,62.74515056,0,1
O,2.519889913,379.6403341,0,0
M,5.025493296,-234.5242336,0,1
M,8.958381088,-473.2281591,0,1
O,-4.594192677,-12.77077938,0,0
N,27.64297318,-457.8722332,0,0
P,-8.611444134,-152.0216681,1,1
M,6.103527291,-117.9250361,0,1
N,5.524689571,-180.4532758,0,1
O,-5.977404739,162.7231693,0,1
P,-19.23421283,124.7795953,1,1
P,8.848649945,-132.9062796,1,0
N,-17.17092783,248.2445386,0,1
O,-3.744822401,305.5083789,0,0
P,63.46553129,-100.3421808,1,0
M,26.10821599,-468.7662704,0,0
N,16.2643393,-187.847503,0,0
N,22.39117788,-538.455352,0,0
O,-13.88868308,57.75252325,0,0
P,6.080082782,-189.3930291,1,1
O,-4.251243279,327.496907,1,1
M,17.71852745,-241.1695349,0,0
O,-5.693372475,318.0846133,0,1
P,39.46906437,-76.051766,1,1
M,7.045724689,-145.0912397,0,1
P,-28.97935069,-37.08958767,1,1
M,27.60148067,-372.2065826,0,1
O,-19.1009409,-103.5305672,0,1
P,43.78570697,-182.1981415,1,1
O,3.956287074,158.9183475,0,0
O,-21.95431095,203.7885751,0,0
M,12.23824174,-264.6733012,0,0
P,15.92073134,-100.8726699,1,0
M,15.67472001,-131.9387913,0,1
M,9.587520337,-260.929456,0,1
P,9.048563464,-113.7955721,1,1
O,-0.606372966,502.3496106,0,0
P,-27.09287449,-131.0076966,1,1
P,13.3529521,3.139556594,1,1
M,11.7481002,-165.7441834,0,0
N,38.08965413,-197.7389133,0,0
M,31.25028669,-391.5039334,0,1
M,30.83741928,-265.8499384,0,1
O,-1.281737156,183.7890873,0,0
N,8.199549886,-84.36413154,0,0
O,-14.67876604,72.57916297,0,1
N,8.710172588,-294.8155603,1,1
N,26.87449885,-382.300464,0,0
O,-9.547619406,246.1672567,0,1
N,3.682473257,-231.0823106,1,0
P,4.687391639,-51.88625167,0,0
O,1.915836758,509.603875,0,0
P,-34.03433295,9.373344646,1,1
O,-22.26016995,315.9638093,0,0
O,3.51258746,177.8444969,0,0
O,-7.762738172,33.72529745,0,1
P,25.02865282,-47.66400359,0,0
O,-17.78291277,228.4796806,0,1
N,35.253166,-243.3832865,0,0
M,23.49460554,-314.958792,0,1
N,18.69591676,-223.5475,0,0
M,12.41334666,-280.5929999,0,0
N,20.67159433,-273.852194,0,0
O,-11.82149266,167.9200804,0,1
N,32.94911742,-318.7705476,0,0
N,22.9443261,-95.16398578,0,0
N,-10.99986071,-389.9292025,0,0
P,17.07076607,-12.98531209,1,0
O,-6.418537751,158.7044846,0,0
N,13.41279161,-149.9824164,0,0
O,-0.184664258,406.8758423,0,0
N,37.16544322,-361.6444618,0,0
M,-22.57360354,-243.1391281,0,1
M,5.135062523,-451.1445934,0,0
M,14.33360932,-517.211911,0,1
O,-18.19651806,235.0290244,0,1
N,24.08367015,-435.4405819,0,0
M,28.88273739,-72.32495974,0,1
P,24.48273397,-44.4602947,1,1
M,26.49235006,-196.1056626,0,1
P,-16.07273414,-134.5720183,1,0
M,12.92120234,-310.5858741,0,0
P,23.61127855,10.60100114,1,1
P,54.37352351,-251.6602841,0,1
O,-9.970387518,151.1925555,0,0
P,11.13736669,97.57454546,1,0
N,6.985585639,-203.9919993,0,0
O,1.811217115,260.0739752,0,0
P,49.1983623,-60.01402986,1,0
P,-16.87631479,69.56520223,1,0
N,25.04389706,-196.2193253,0,1
M,19.00487923,-270.3944252,0,0
N,28.15687734,-229.0866158,0,1
O,-15.58787678,-71.55583755,0,1
P,37.44144003,-53.48527963,1,0
N,13.0124521,-358.853623,0,0
P,21.88781505,-261.5116139,1,0
N,18.9248494,-356.1035931,0,0
P,37.45395332,-24.10013221,1,1
P,-8.44150023,154.852699,1,0
M,18.6737961,-363.4465312,0,0
M,29.45249665,35.48998301,0,1
O,1.537243645,371.4499558,0,0
M,21.27947348,-370.7265845,0,0
M,15.43288813,-301.7629657,0,1
P,-2.933111045,-160.1167907,1,1
N,22.13964261,-232.2604321,0,1
P,-16.01698119,-205.8784353,1,0
O,-10.47257751,232.113019,0,1
O,-18.28067779,482.8736625,0,0
O,-11.69571675,278.4769765,0,1
M,19.21762867,-247.9250144,0,1
O,-13.10465327,187.0674162,0,1
M,16.639224,-335.445636,0,0
O,-11.30519097,-48.20484523,0,0
P,26.09087335,22.01151958,1,1
O,-0.257830812,225.8702741,0,1
O,-1.628369844,205.4603503,0,1
O,-18.32349602,31.72238966,0,0
M,31.25333739,-251.5749841,0,0
M,19.93610127,-267.6534554,0,0
M,4.758439591,89.23370984,0,0
N,7.115644203,-200.7480278,0,1
M,16.69590604,-329.7654587,0,1
P,-4.810291258,-56.1690965,1,1
M,14.43241784,-321.5173511,0,1
P,15.94660435,-221.1908917,1,0
M,16.33845559,-220.4093091,0,1
M,5.456423998,-373.1091139,0,0
O,-8.088958547,236.273817,0,0
P,0.299922977,14.74288395,1,1
M,12.42372743,-324.032369,0,0
M,0.296528974,-351.5160892,0,1
O,-15.91778024,405.5851005,0,1
M,22.23683447,-289.6158742,0,1
M,45.78523989,-364.7229363,0,0
P,37.20697953,31.13054548,0,0
P,-3.570388888,-47.69513824,1,0
N,29.64177653,-369.1791422,0,0
P,22.72442687,-94.79858871,0,0
M,16.15861774,-293.6427143,0,1
M,20.46733447,-584.8034814,0,0
N,23.3057653,-394.189497,0,1
M,9.867967211,-94.01414644,0,0
O,-19.25170372,166.8557378,0,0
O,-6.914685411,308.2074257,0,1
O,-9.880865292,284.8672665,0,1
P,-8.475461827,-192.1267989,0,0
N,20.1399264,-506.1544396,1,1
N,38.48321329,-459.4208533,0,0
M,24.21378507,-457.3433532,0,1
N,39.01148607,-527.6629555,0,0
O,-7.782847801,231.697351,0,1
P,-16.63761888,-294.2237549,1,0
O,-4.630168755,588.2851772,0,1
O,-7.533106529,88.66479394,0,1
M,18.40161531,-248.2901872,0,1
P,12.81945498,134.3552576,1,0
O,-11.87132495,-24.588603,0,1
M,16.94285906,-196.1938831,0,0
N,8.271911429,-397.905608,0,1
M,27.27986014,-226.5792916,0,1
N,14.41377466,-21.9712741,0,1
P,14.43086054,-185.8784671,1,1
O,-4.822237962,286.1286213,0,1
M,31.37031031,-567.6286976,1,0
N,-5.9463625,-377.1010893,0,0
M,33.2643196,-421.670562,0,1
N,7.427768858,-332.6128684,1,1
M,-2.934113862,-228.9932151,0,1
O,-10.64143064,207.902549,0,1
M,7.731862321,-164.7449059,0,1
N,8.889215054,-323.3713311,0,0
O,-18.06375227,105.180114,0,1
O,1.169716935,347.4564447,0,0
P,-38.66782169,-135.8625288,1,1
O,-1.947653789,471.8150448,0,1
P,-8.738511769,-303.3373683,1,1
N,12.72119487,-340.4726378,0,1
O,8.180882577,285.9762723,0,0
M,10.1209534,-397.8410041,0,0
N,7.117648238,-405.226455,0,1
O,-5.388940375,114.2664994,0,1
N,28.08206402,-562.0335031,0,0
N,49.35027018,-302.4807569,0,0
M,19.14231134,-224.4952006,0,1
N,10.71321325,-265.573998,0,1
O,-1.809310419,388.0916944,0,0
O,-12.09641158,333.3823993,0,0
M,13.3629522,-168.5219523,0,1
M,23.97960766,-403.8550533,0,0
O,-29.00123997,10.33242847,0,1
O,-1.37526139,456.0294789,0,0
P,13.17671264,-64.05892615,0,1
N,11.78199657,-245.0724263,0,1
P,14.56614928,3.631329699,1,0
N,6.645798558,-219.5222288,0,0
N,20.95081663,-301.8079612,0,0
M,28.41824191,-279.178781,0,1
N,-5.410330836,-130.9759662,1,0
M,6.86877717,-146.5358441,1,0
M,5.536177997,-123.4103382,0,0
P,-2.266075378,9.434500548,1,1
M,5.445978375,-180.4191713,0,1
N,27.11377017,-227.8317419,0,1
N,1.610280766,-388.1431967,0,0
O,3.020418413,114.7767836,0,1
M,11.25588397,-119.0506541,0,0
O,-17.15638098,102.1170372,0,0
M,14.71048011,-472.4670235,0,0
P,47.53794831,-174.3917786,1,0
O,8.920633022,532.1235415,0,0
M,4.090988211,-363.210076,0,0
P,-19.02722546,-281.7972988,1,1
P,-3.531942314,-81.05931863,1,1
M,15.37813289,-415.0913798,0,0
P,29.40760926,-199.0652197,1,1
N,-22.95842612,-110.8601811,0,0
O,-15.85447865,84.11485799,0,0
N,14.78318157,-112.5618803,0,0
O,10.43256424,274.1388479,0,1
M,14.26656765,-464.8246371,0,0
P,18.0864115,33.71649854,1,1
N,-6.572974359,-312.4513114,0,0
M,8.573830614,-294.4637654,0,0
P,20.65746183,52.45647372,1,0
O,-1.503605189,403.9105919,0,0
P,-9.348452684,-375.9475064,1,0
P,23.8047681,-52.70635495,1,1
O,-11.00817053,179.3105961,0,0
O,-1.922149519,225.4426748,0,0
O,-17.7261983,299.6179471,0,1
M,19.37457525,-457.5542486,0,0
M,18.32537315,-419.0448594,0,1
P,47.79857255,-240.0514125,1,1
O,-15.2077419,202.1135053,0,0
N,-15.07608534,-179.6240733,0,1
P,28.67442012,-52.7871243,1,0
O,-3.341689722,238.732914,0,0
M,15.82232605,-278.6198718,0,1
O,0.632832596,160.5091831,0,0
O,-22.13188858,256.1488202,0,0
O,4.914593996,218.2717361,0,0
P,7.055609569,-140.0333087,1,1
P,-21.02154155,-130.0337293,1,1
N,27.38943252,-71.66720261,0,0
N,17.47990905,-214.7278626,0,1
P,8.259722639,15.23430264,1,1
M,12.25320908,-366.3730639,0,0
N,12.53657267,-116.4087168,0,1
O,-13.18818547,485.7935351,0,1
N,6.037339509,-152.5721305,0,1
N,25.59055445,-243.0376726,0,0
P,36.97981099,38.20867777,1,1
N,47.38431083,-471.0311697,0,0
P,5.356903928,-238.6649219,1,1
N,49.89780706,-458.1945686,0,0
M,17.36182175,-356.8577363,0,0
N,7.220943452,-348.6000618,0,0
P,44.63296262,-20.55665952,1,0
O,-24.40308287,169.3580858,0,0
O,-4.276337986,-11.72032246,0,0
M,18.37407099,-221.0734977,0,1
P,19.45676255,112.9042838,1,0
N,14.20736788,-236.7553648,0,1
M,14.90435248,-356.2576224,0,1
O,-6.277651556,249.106926,0,0
P,35.05306343,-306.4176309,1,1
M,18.90287957,-197.3588661,0,0
O,3.864159152,193.233738,0,1
P,39.73065189,-55.68577871,1,1
N,-3.842790719,-335.9947112,0,1
N,21.5895929,-477.2275538,0,0
P,-19.68034634,-86.02788886,1,1
M,21.89072036,-200.320036,0,0
P,-7.453063845,-60.86456029,0,0
P,-30.00851282,-52.81034503,1,0
P,-3.46282863,-256.1260394,1,1
P,44.24497035,-113.4498082,1,1
M,11.37858425,-236.5457565,0,1
O,-13.43473287,266.8940997,0,0
O,-5.175261994,264.4439012,0,1
N,41.16331473,-444.8035937,0,0
O,-25.40306014,-35.83705665,0,0
N,0.7672934,-356.3996942,0,0
M,1.725471614,-111.275431,0,1
M,23.18332805,-441.271804,0,0
O,-11.6675078,172.599833,0,0
M,17.57676594,-163.6289141,0,1
O,5.863981839,289.6244854,0,0
M,25.50473229,-614.2087926,0,1
M,10.57641786,-287.5782201,0,1
P,45.69163202,-115.3540071,1,1
O,-15.2631351,303.2739811,0,1
P,-14.85714293,221.9421622,1,0
N,45.592796,-229.4607765,0,0
O,-8.91984522,331.3126788,0,0
M,6.083058108,-240.9274865,0,0
P,26.93437079,-166.9320424,1,0
M,-4.707083789,-360.5811792,0,1
N,28.28467226,-235.2023218,0,0
P,23.80401381,-128.2191481,0,1
N,24.08853314,-9.215097003,0,0
N,3.734620556,-40.72519906,0,1
N,0.536755121,-299.4402206,0,0
N,32.74924953,-409.1290672,0,1
M,24.43973347,-420.8876411,0,1
N,19.4320885,-80.7950405,0,0
M,-8.874963556,-223.4364684,0,0
M,17.64149663,-290.4476505,0,1
N,-8.123731328,-418.0765827,0,1
P,36.5550067,152.1534445,1,0
N,6.721934059,-277.654073,0,0
P,25.74883881,-166.003929,0,0
M,29.86697786,-653.1044816,0,0
O,-20.95781022,152.3247854,0,0
M,14.10227517,-182.7249093,0,0
P,32.80531799,5.848930101,1,1
M,42.07092625,-250.2297627,0,0
P,19.42247855,-162.8002832,1,1
N,-4.28311212,-430.609172,0,0
N,21.4680258,-285.2188485,0,0
O,-4.409944978,385.0688075,0,0
P,35.88938604,-51.41954003,0,1
M,22.85369307,-394.0200118,0,1
N,18.86814566,-225.7283859,0,0
M,33.20592701,-85.04542961,0,0
N,14.02365349,-152.9844786,0,1
P,35.87322556,-117.0128346,1,1
N,20.35187172,-85.4067396,0,1
M,16.45203365,-463.0603503,0,1
P,33.52626162,113.024389,1,1
M,31.43351198,-494.7934831,0,0
P,11.08699902,-169.5502267,1,1
P,-25.26639062,-189.0965764,1,0
O,-17.79846619,-77.30325291,0,1
P,-3.149854531,-129.7773535,1,1
P,-46.31822635,36.73347672,1,1
M,18.49224585,-61.43406088,0,1
O,0.332553309,458.0805231,0,0
O,-4.134839895,22.60297195,1,0
M,9.161950314,-345.7159924,0,0
O,-14.13099222,63.47374736,0,1
P,-1.102923692,108.7707912,1,1
P,-4.559298773,-33.82823127,1,1
M,10.43916387,-239.4431342,0,0
M,9.135420758,-556.6234432,0,1
O,-1.12689025,517.261954,0,0
N,30.34221084,-325.1236319,0,0
O,3.987549543,373.3279841,0,1
N,-4.043304574,-392.1237887,0,0
P,16.35843532,-321.1577806,1,0
N,20.6273411,-44.57241759,0,0
N,29.0888128,-439.0015423,0,0
O,-10.68105168,163.8883047,0,1
N,18.49402921,-544.8053451,0,1
N,-12.6630455,-186.6677264,0,1
M,18.69228831,-86.55409953,0,1
O,-1.889204532,59.28198745,0,1
N,17.86283556,-374.5897251,0,1
N,4.318439715,-154.3519625,0,1
N,18.89305861,-279.5920747,0,0
O,-20.41727425,-12.31445965,0,1
O,-0.3819278,622.0882258,0,0
O,1.058973009,473.618416,0,1
N,22.32489357,-344.2126878,0,1
P,18.76605042,-53.04907225,1,1
P,-15.49913696,118.3675737,1,1
O,4.357770109,311.6379391,0,0
P,28.45012037,-134.0777605,1,1
P,18.35525762,-77.51760796,1,1
O,-12.47442687,176.5551578,0,1
P,19.61378425,-168.328951,1,1
O,-11.02331237,231.6727342,0,1
M,28.19057224,125.1893524,0,0
M,-5.23633474,-131.0678302,0,1
M,26.83383431,-348.487209,0,0
M,31.3522083,-551.589081,0,1
O,-21.36381061,95.4364662,0,1
O,-15.12788606,265.6137155,0,0
M,13.488118,-373.657138,0,0
P,9.978177533,37.88393749,1,0
N,9.416305731,-468.6088917,0,0
P,-9.777606842,-34.30458984,1,1
O,-2.804906815,120.6801686,0,0
M,16.39778431,-268.7645432,0,1
M,22.36782102,-151.7123164,0,0
N,13.90785059,-81.01546856,0,0
N,32.00358596,-493.5349398,0,1
M,6.277201862,-269.7580856,0,0
N,3.42390462,-335.4779204,1,1
N,21.808305,-566.4727547,0,0
O,-0.279438838,70.04263098,0,0
M,19.9383501,-172.3110126,0,0
M,35.04106459,-12.46328531,0,0
N,7.466341289,-283.9207333,0,0
N,22.39336886,-172.1201063,0,0
N,16.87980565,-85.61544916,0,1
P,29.21943613,-47.97063142,1,1
P,29.15165657,67.81345551,1,0
O,-2.305811998,369.0849002,0,0
M,19.03013403,-191.2790873,0,1
P,-41.79092572,-42.56509205,0,0
M,11.85673008,-195.010503,0,1
O,-4.442161224,286.1898163,0,1
P,26.38043439,73.56333806,1,0
N,32.64749604,-93.39278024,0,0
N,39.09577432,-346.6570674,1,1
N,10.08376172,-594.6783174,1,1
O,-21.48945584,162.6908653,0,1
P,7.531636921,71.62685181,1,1
P,-9.084205559,-11.49067661,1,0
N,25.95196757,-461.222246,0,0
P,14.39338927,47.66239726,1,1
P,31.7084579,-184.9530987,1,1
M,23.62985652,-106.2347055,0,0
P,7.403509301,-174.146554,1,1
M,3.6477524,-252.4101427,0,1
N,17.15269348,-513.7339448,0,1
O,-14.77185779,97.13893155,0,1
P,12.42598341,43.18053175,1,0
N,39.69065438,-273.8824631,0,1
M,26.01555565,-378.8896992,0,1
P,4.68214317,-159.2174315,1,0
M,26.82813427,-344.6916678,0,0
M,32.44302096,-220.512167,0,0
O,-8.559187054,137.4718219,0,1
N,10.30671862,-105.6447917,0,0
P,1.483570192,-133.4208874,0,1
M,-6.650386181,-151.6844282,0,1
O,0.718517169,342.212102,0,1
P,-20.63385352,-41.57000389,0,1
M,7.984804902,-193.9064978,0,1
O,-6.898149639,251.1546098,0,1
M,19.36965916,-557.8387566,0,1
M,34.8081512,-248.1370236,1,0
M,15.32788673,-461.4968346,0,1
N,33.91633779,-364.3426096,0,1
N,33.91131835,-224.1472993,0,0
O,-2.074329995,36.72905828,0,1
N,24.99001985,-311.6991737,0,1
N,27.8613078,-550.4380647,0,0
P,49.69991584,88.21927967,1,0
O,-27.38946851,154.2104083,0,1
P,31.08902398,-114.6425838,1,1
M,5.744424638,-229.3380551,0,1
O,-6.316223761,201.1590475,0,1
P,19.76650505,-303.5831929,1,1
M,25.71656272,-301.1136375,0,0
P,15.12643753,-225.3150025,0,0
P,1.816467332,-101.2779736,1,1
P,-34.8238909,-97.58687811,1,0
P,77.56114775,-187.9051123,1,1
M,14.09559348,-398.5798697,0,1
P,25.03552812,120.7158526,1,0
O,-4.421995266,293.3187482,1,1
N,6.296524101,-500.9994386,0,1
O,-24.7854883,0.899703855,0,0
P,-17.92998653,125.0373979,1,0
P,-13.99444111,192.8009707,1,0
M,9.674050054,-285.9318076,0,1
M,-4.471169743,5.413557935,0,1
M,-8.278273248,-67.54682517,0,1
N,35.4108052,-297.2512202,0,1
N,43.60055691,-383.3254118,0,0
N,43.05319711,-340.7817739,0,0
M,30.0449281,-262.7749746,0,0
P,19.18134448,-304.9888217,1,0
P,18.30780755,-253.1758385,1,1
N,31.36198494,-134.3144721,0,0
P,4.684245076,34.55513582,1,0
P,16.57183205,-158.9642471,1,0
O,-6.269346076,170.8799046,0,0
O,9.180778001,499.8013923,0,0
P,11.89303677,181.734697,1,1
P,8.455927191,-70.43659907,0,0
O,-14.94197897,142.8747457,0,1
O,-24.43375182,156.1162795,0,1
P,20.53599204,-68.81085931,1,0
M,16.10002416,-319.4667593,0,1
P,28.87761335,-48.7498584,1,1
N,33.68025747,-409.0466529,0,1
M,42.06363633,-255.2682642,0,0
N,3.651519313,-88.32896554,1,0
N,9.569868262,-140.3629401,0,0
O,-6.52900344,308.5793544,0,1
P,-1.98205114,-31.94092186,1,1
M,7.176991607,9.216047264,0,0
P,43.76435548,41.15613917,1,0
O,-23.87418303,-7.295557375,0,0
N,16.36414334,-403.1133965,0,1
P,-1.890054183,-105.3906741,0,0
N,-3.943424825,-168.1613057,0,1
M,-0.316478223,-265.4368194,1,1
N,-7.673390014,-488.9793922,0,0
M,25.49181844,-358.9460693,1,1
M,13.3386993,-386.8700004,0,1
O,0.915592385,352.3934769,0,1
N,33.48785119,-421.4090548,0,0
N,35.24278874,-438.5065268,0,1
M,21.14977067,-296.3460578,0,1
M,10.40182685,-93.01705164,0,1
P,-7.920419625,-22.44929123,1,1
P,22.42710564,-190.175894,1,1
M,9.284508435,-301.216505,0,1
N,15.39634122,-126.9272259,0,1
N,11.90464144,-39.7909658,0,0
N,11.21689574,-252.6837207,0,1
M,23.13582978,-320.974062,0,1
P,39.2087268,-214.5671375,1,0
O,7.895909106,445.590155,0,0
M,15.57747541,-305.2153933,0,0
P,34.63573716,112.0869492,0,1
P,40.84845907,-356.6195852,1,1
P,28.55422999,75.34092947,1,1
O,-9.233391454,307.1969859,0,0
O,-13.27023794,196.0066654,0,1
N,7.749133119,-319.0911306,0,0
N,24.46156468,-222.7982448,0,1
M,3.950928034,-379.0704244,0,0
N,11.68334759,-269.0971247,0,0
N,28.9163555,-379.0780363,0,1
O,1.755343938,280.1292597,0,1
M,22.51092765,-378.1185163,0,1
O,-18.80560975,373.4567371,0,1
M,20.92140072,-282.8668762,0,1
O,6.279358448,281.9877334,0,1
N,-0.071470911,112.7205987,0,0
M,-1.89437239,-146.7504894,0,1
